,ids,predictions
11542,11542,0.037528
11543,11543,0.068943545
11544,11544,0.746023
11545,11545,0.16195539
11546,11546,0.040170513
11547,11547,0.020471375
11548,11548,0.1828273
11549,11549,0.013951794
11550,11550,0.07691957
11551,11551,0.028794602
11552,11552,0.4342924
11553,11553,0.038782075
11554,11554,0.0170596
11555,11555,0.06734979
11556,11556,0.0111783305
11557,11557,0.11705513
11558,11558,0.09505062
11559,11559,0.06601635
11560,11560,0.05238539
11561,11561,0.027895292
11562,11562,0.057678577
11563,11563,0.020353608
11564,11564,0.033117447
11565,11565,0.24654782
11566,11566,0.042497408
11567,11567,0.004437987
11568,11568,0.006857491
11569,11569,0.04438387
11570,11570,0.09511489
11571,11571,0.061904225
11572,11572,0.03873141
11573,11573,0.04255101
11574,11574,0.039992344
11575,11575,0.029036129
11576,11576,0.04153503
11577,11577,0.051136006
11578,11578,0.045420073
11579,11579,0.13574004
11580,11580,0.04862645
11581,11581,0.05429148
11582,11582,0.08818094
11583,11583,0.045521893
11584,11584,0.055072322
11585,11585,0.028652333
11586,11586,0.021562329
11587,11587,0.024525074
11588,11588,0.008666616
11589,11589,0.053885147
11590,11590,0.022115294
11591,11591,0.046661876
11592,11592,0.03354923
11593,11593,0.09862682
11594,11594,0.9402121
11595,11595,0.018909065
11596,11596,0.061149415
11597,11597,0.041749503
11598,11598,0.61805654
11599,11599,0.0389135
11600,11600,0.1796145
11601,11601,0.20967689
11602,11602,0.58383054
11603,11603,0.030184546
11604,11604,0.044326983
11605,11605,0.10133623
11606,11606,0.061353523
11607,11607,0.02970061
11608,11608,0.07106973
11609,11609,0.5454139
11610,11610,0.041715283
11611,11611,0.096566595
11612,11612,0.014400631
11613,11613,0.89953595
11614,11614,0.03597822
11615,11615,0.12237695
11616,11616,0.014627273
11617,11617,0.0752497
11618,11618,0.051538154
11619,11619,0.06768203
11620,11620,0.04284317
11621,11621,0.03378427
11622,11622,0.034128502
11623,11623,0.06848027
11624,11624,0.0545143
11625,11625,0.028790625
11626,11626,0.03485543
11627,11627,0.11497145
11628,11628,0.02852046
11629,11629,0.65034837
11630,11630,0.40872717
11631,11631,0.23283425
11632,11632,0.030449562
11633,11633,0.06794354
11634,11634,0.017186757
11635,11635,0.03271142
11636,11636,0.4543233
11637,11637,0.12026048
11638,11638,0.051570762
11639,11639,0.08167752
11640,11640,0.017676428
11641,11641,0.081955515
11642,11642,0.08424827
11643,11643,0.110444
11644,11644,0.06870466
11645,11645,0.034587704
11646,11646,0.061558202
11647,11647,0.04338806
11648,11648,0.019283615
11649,11649,0.036051832
11650,11650,0.027089164
11651,11651,0.035561696
11652,11652,0.031474993
11653,11653,0.08748874
11654,11654,0.10133268
11655,11655,0.029527767
11656,11656,0.054235183
11657,11657,0.02785465
11658,11658,0.015796596
11659,11659,0.036288988
11660,11660,0.15879358
11661,11661,0.05663409
11662,11662,0.04285464
11663,11663,0.0469746
11664,11664,0.17502996
11665,11665,0.048331346
11666,11666,0.023299735
11667,11667,0.63676834
11668,11668,0.046173923
11669,11669,0.0014629797
11670,11670,0.049541254
11671,11671,0.064409
11672,11672,0.01408439
11673,11673,0.026457317
11674,11674,0.027711252
11675,11675,0.17929308
11676,11676,0.032355938
11677,11677,0.03685488
11678,11678,0.37996688
11679,11679,0.5267949
11680,11680,0.011513178
11681,11681,0.88201106
11682,11682,0.01345844
11683,11683,0.71463424
11684,11684,0.098904744
11685,11685,0.02465239
11686,11686,0.03381764
11687,11687,0.029465143
11688,11688,0.086106226
11689,11689,0.08235247
11690,11690,0.0085994955
11691,11691,0.0332439
11692,11692,0.035244424
11693,11693,0.05841554
11694,11694,0.01496547
11695,11695,0.24445328
11696,11696,0.019033005
11697,11697,0.23211612
11698,11698,0.08275136
11699,11699,0.033657208
11700,11700,0.0101887025
11701,11701,0.033195153
11702,11702,0.042494584
11703,11703,0.103693396
11704,11704,0.0594458
11705,11705,0.075090684
11706,11706,0.019425232
11707,11707,0.099108145
11708,11708,0.022529272
11709,11709,0.5914619
11710,11710,0.031386554
11711,11711,0.016759548
11712,11712,0.11687947
11713,11713,0.07623831
11714,11714,0.01621293
11715,11715,0.030504433
11716,11716,0.018600058
11717,11717,0.01772005
11718,11718,0.12066177
11719,11719,0.029503006
11720,11720,0.10736892
11721,11721,0.016185377
11722,11722,0.054967437
11723,11723,0.02362993
11724,11724,0.013863139
11725,11725,0.08352149
11726,11726,0.07644718
11727,11727,0.06880123
11728,11728,0.08797904
11729,11729,0.03071403
11730,11730,0.1348169
11731,11731,0.08486265
11732,11732,0.65403724
11733,11733,0.03848872
11734,11734,0.021144206
11735,11735,0.01963095
11736,11736,0.3964844
11737,11737,0.07232267
11738,11738,0.061095446
11739,11739,0.034136686
11740,11740,0.30827156
11741,11741,0.027346184
11742,11742,0.110403046
11743,11743,0.075763464
11744,11744,0.034574255
11745,11745,0.037910365
11746,11746,0.19624111
11747,11747,0.040113423
11748,11748,0.0088987835
11749,11749,0.031284645
11750,11750,0.07940914
11751,11751,0.013154087
11752,11752,0.19002672
11753,11753,0.30911264
11754,11754,0.11773965
11755,11755,0.7049776
11756,11756,0.010343117
11757,11757,0.06067096
11758,11758,0.03745327
11759,11759,0.054617014
11760,11760,0.030717168
11761,11761,0.10122984
11762,11762,0.34884492
11763,11763,0.050607484
11764,11764,0.035142444
11765,11765,0.017801529
11766,11766,0.09585048
11767,11767,0.026103156
11768,11768,0.03445454
11769,11769,0.022649294
11770,11770,0.043847147
11771,11771,0.03241191
11772,11772,0.049256925
11773,11773,0.052544586
11774,11774,0.021958712
11775,11775,0.042726994
11776,11776,0.048551813
11777,11777,0.024092924
11778,11778,0.019931234
11779,11779,0.07120957
11780,11780,0.12205404
11781,11781,0.026610067
11782,11782,0.012292563
11783,11783,0.027318938
11784,11784,0.035653714
11785,11785,0.02313647
11786,11786,0.07619196
11787,11787,0.30097762
11788,11788,0.39055356
11789,11789,0.07008025
11790,11790,0.03745091
11791,11791,0.14675462
11792,11792,0.0581847
11793,11793,0.14573655
11794,11794,0.3904428
11795,11795,0.21410124
11796,11796,0.8217231
11797,11797,0.029392902
11798,11798,0.014836554
11799,11799,0.10627806
11800,11800,0.04580933
11801,11801,0.01579229
11802,11802,0.050714478
11803,11803,0.062655926
11804,11804,0.10418704
11805,11805,0.02649099
11806,11806,0.025755737
11807,11807,0.06991669
11808,11808,0.04007246
11809,11809,0.063086726
11810,11810,0.10259076
11811,11811,0.036493063
11812,11812,0.59338754
11813,11813,0.77834666
11814,11814,0.059183855
11815,11815,0.7910772
11816,11816,0.010343429
11817,11817,0.6885953
11818,11818,0.009861653
11819,11819,0.06976128
11820,11820,0.037995454
11821,11821,0.4968933
11822,11822,0.04597645
11823,11823,0.054594304
11824,11824,0.021146072
11825,11825,0.06353898
11826,11826,0.04114498
11827,11827,0.8600447
11828,11828,0.2093154
11829,11829,0.08200473
11830,11830,0.025314558
11831,11831,0.27654237
11832,11832,0.025944514
11833,11833,0.08926197
11834,11834,0.021666534
11835,11835,0.037625864
11836,11836,0.241732
11837,11837,0.022501746
11838,11838,0.048906937
11839,11839,0.013454995
11840,11840,0.032614782
11841,11841,0.18817824
11842,11842,0.077115566
11843,11843,0.028284963
11844,11844,0.016846351
11845,11845,0.041052643
11846,11846,0.19719101
11847,11847,0.021708028
11848,11848,0.035082713
11849,11849,0.023668703
11850,11850,0.019466884
11851,11851,0.0272784
11852,11852,0.37345287
11853,11853,0.05227141
11854,11854,0.032806773
11855,11855,0.0825655
11856,11856,0.047423407
11857,11857,0.019858241
11858,11858,0.080469385
11859,11859,0.028510492
11860,11860,0.22230136
11861,11861,0.014560962
11862,11862,0.04668633
11863,11863,0.026845573
11864,11864,0.036494084
11865,11865,0.03873595
11866,11866,0.0391976
11867,11867,0.065506324
11868,11868,0.036322437
11869,11869,0.99104977
11870,11870,0.0382341
11871,11871,0.042380154
11872,11872,0.064158075
11873,11873,0.04134006
11874,11874,0.0156238
11875,11875,0.028835967
11876,11876,0.116917826
11877,11877,0.0016573486
11878,11878,0.07473596
11879,11879,0.046152037
11880,11880,0.02683631
11881,11881,0.02141076
11882,11882,0.024401717
11883,11883,0.012005031
11884,11884,0.009466266
11885,11885,0.027972715
11886,11886,0.123436905
11887,11887,0.33836958
11888,11888,0.08287237
11889,11889,0.0343566
11890,11890,0.044793814
11891,11891,0.11845224
11892,11892,0.06102648
11893,11893,0.07894634
11894,11894,0.03287082
11895,11895,0.5894525
11896,11896,0.06681546
11897,11897,0.03688152
11898,11898,0.03966051
11899,11899,0.25035337
11900,11900,0.045819126
11901,11901,0.67578864
11902,11902,0.03480166
11903,11903,0.0858969
11904,11904,0.15589243
11905,11905,0.17338969
11906,11906,0.043456618
11907,11907,0.103393435
11908,11908,0.0026663635
11909,11909,0.012414188
11910,11910,0.07048316
11911,11911,0.020882549
11912,11912,0.035497326
11913,11913,0.040626366
11914,11914,0.046419736
11915,11915,0.020463297
11916,11916,0.0071010296
11917,11917,0.115421444
11918,11918,0.034042943
11919,11919,0.042173974
11920,11920,0.12552232
11921,11921,0.54768795
11922,11922,0.05327954
11923,11923,0.033217985
11924,11924,0.009623186
11925,11925,0.07685698
11926,11926,0.06132965
11927,11927,0.021743905
11928,11928,0.056495883
11929,11929,0.013335942
11930,11930,0.27002606
11931,11931,0.057490632
11932,11932,0.014243212
11933,11933,0.05731636
11934,11934,0.013021122
11935,11935,0.047927685
11936,11936,0.09381531
11937,11937,0.051377583
11938,11938,0.29578513
11939,11939,0.08281485
11940,11940,0.018500289
11941,11941,0.3267447
11942,11942,0.06514424
11943,11943,0.024689123
11944,11944,0.07912417
11945,11945,0.23724623
11946,11946,0.022170344
11947,11947,0.72780985
11948,11948,0.21755484
11949,11949,0.025412459
11950,11950,0.018034486
11951,11951,0.6152513
11952,11952,0.007953157
11953,11953,0.018208671
11954,11954,0.09713268
11955,11955,0.010480063
11956,11956,0.03208379
11957,11957,0.023730267
11958,11958,0.022319276
11959,11959,0.020743888
11960,11960,0.03144638
11961,11961,0.06306468
11962,11962,0.70627
11963,11963,0.26259485
11964,11964,0.19137003
11965,11965,0.05689095
11966,11966,0.03761328
11967,11967,0.05009313
11968,11968,0.093480326
11969,11969,0.016732689
11970,11970,0.13740577
11971,11971,0.80348164
11972,11972,0.015816817
11973,11973,0.36018384
11974,11974,0.8420578
11975,11975,0.510465
11976,11976,0.037828412
11977,11977,0.02147492
11978,11978,0.5159168
11979,11979,0.017041124
11980,11980,0.040028974
11981,11981,0.0094555365
11982,11982,0.03893243
11983,11983,0.024543468
11984,11984,0.025550548
11985,11985,0.06512522
11986,11986,0.067675255
11987,11987,0.024112003
11988,11988,0.009833165
11989,11989,0.07813763
11990,11990,0.023918414
11991,11991,0.0084607545
11992,11992,0.048871562
11993,11993,0.017665353
11994,11994,0.27563217
11995,11995,0.023094809
11996,11996,0.00070652773
11997,11997,0.072206624
11998,11998,0.02888131
11999,11999,0.033418745
12000,12000,0.7501396
12001,12001,0.051356044
12002,12002,0.04878468
12003,12003,0.022998244
12004,12004,0.05124459
12005,12005,0.04585828
12006,12006,0.11620506
12007,12007,0.026888663
12008,12008,0.053881127
12009,12009,0.021982826
12010,12010,0.057918284
12011,12011,0.023427464
12012,12012,0.43296966
12013,12013,0.94846386
12014,12014,0.016767848
12015,12015,0.26591423
12016,12016,0.15592927
12017,12017,0.22418481
12018,12018,0.024556533
12019,12019,0.2528041
12020,12020,0.22384563
12021,12021,0.06570811
12022,12022,0.029381743
12023,12023,0.03061467
12024,12024,0.08116481
12025,12025,0.023384685
12026,12026,0.004095617
12027,12027,0.0049826787
12028,12028,0.24578042
12029,12029,0.024516502
12030,12030,0.03324816
12031,12031,0.075063534
12032,12032,0.1758597
12033,12033,0.08663418
12034,12034,0.07841668
12035,12035,0.05123809
12036,12036,0.05703832
12037,12037,0.15870196
12038,12038,0.026502209
12039,12039,0.088187166
12040,12040,0.039956827
12041,12041,0.035812255
12042,12042,0.044016413
12043,12043,0.16117598
12044,12044,0.039028678
12045,12045,0.5833815
12046,12046,0.047345683
12047,12047,0.0095493
12048,12048,0.024125649
12049,12049,0.13787404
12050,12050,0.02049176
12051,12051,0.08578472
12052,12052,0.43103427
12053,12053,0.03239693
12054,12054,0.023436729
12055,12055,0.01389762
12056,12056,0.01045704
12057,12057,0.07303284
12058,12058,0.053582147
12059,12059,0.013220365
12060,12060,0.022311177
12061,12061,0.6460489
12062,12062,0.056281433
12063,12063,0.08390752
12064,12064,0.34297532
12065,12065,0.12303767
12066,12066,0.05638344
12067,12067,0.07686733
12068,12068,0.038995527
12069,12069,0.077096745
12070,12070,0.07339092
12071,12071,0.1125764
12072,12072,0.017944215
12073,12073,0.05980216
12074,12074,0.9446701
12075,12075,0.33469328
12076,12076,0.057242524
12077,12077,0.08442884
12078,12078,0.032641307
12079,12079,0.08265662
12080,12080,0.054401953
12081,12081,0.038525064
12082,12082,0.046248343
12083,12083,0.037109453
12084,12084,0.21352892
12085,12085,0.8812277
12086,12086,0.041319504
12087,12087,0.04590267
12088,12088,0.018378893
12089,12089,0.031338513
12090,12090,0.22550356
12091,12091,0.07124749
12092,12092,0.010847353
12093,12093,0.06877123
12094,12094,0.019067712
12095,12095,0.012158441
12096,12096,0.12239129
12097,12097,0.07188336
12098,12098,0.017597215
12099,12099,0.034138493
12100,12100,0.026675034
12101,12101,0.0110889375
12102,12102,0.42367974
12103,12103,0.046973072
12104,12104,0.043250304
12105,12105,0.081634864
12106,12106,0.2865102
12107,12107,0.020422086
12108,12108,0.019371834
12109,12109,0.03265068
12110,12110,0.039068848
12111,12111,0.034173172
12112,12112,0.109982766
12113,12113,0.040242586
12114,12114,0.046280913
12115,12115,0.08896399
12116,12116,0.011391973
12117,12117,0.18472634
12118,12118,0.17769611
12119,12119,0.01302768
12120,12120,0.37861612
12121,12121,0.071194686
12122,12122,0.02195813
12123,12123,0.017527547
12124,12124,0.05904576
12125,12125,0.15627186
12126,12126,0.02116314
12127,12127,0.026714996
12128,12128,0.5246666
12129,12129,0.11073862
12130,12130,0.08211919
12131,12131,0.0804096
12132,12132,0.2708861
12133,12133,0.089437746
12134,12134,0.02412158
12135,12135,0.059662346
12136,12136,0.06432411
12137,12137,0.18512367
12138,12138,0.3061749
12139,12139,0.17219365
12140,12140,0.030225573
12141,12141,0.65886414
12142,12142,0.08031282
12143,12143,0.008484461
12144,12144,0.053285915
12145,12145,0.361714
12146,12146,0.03812917
12147,12147,0.023980672
12148,12148,0.032968793
12149,12149,0.028571064
12150,12150,0.02761973
12151,12151,0.11431911
12152,12152,0.008061648
12153,12153,0.2879708
12154,12154,0.34588337
12155,12155,0.06985629
12156,12156,0.022191739
12157,12157,0.005414945
12158,12158,0.029793909
12159,12159,0.022240572
12160,12160,0.024359694
12161,12161,0.09355832
12162,12162,0.3739336
12163,12163,0.19035792
12164,12164,0.72295845
12165,12165,0.032347348
12166,12166,0.050673105
12167,12167,0.013469334
12168,12168,0.17900398
12169,12169,0.772477
12170,12170,0.032585897
12171,12171,0.027696734
12172,12172,0.015679913
12173,12173,0.029287808
12174,12174,0.038865224
12175,12175,0.060287077
12176,12176,0.004392282
12177,12177,0.03900251
12178,12178,0.024739446
12179,12179,0.012667967
12180,12180,0.050499443
12181,12181,0.08626404
12182,12182,0.010620111
12183,12183,0.20192556
12184,12184,0.036058128
12185,12185,0.058719654
12186,12186,0.061999884
12187,12187,0.009506358
12188,12188,0.042636894
12189,12189,0.016415192
12190,12190,0.006918248
12191,12191,0.060345996
12192,12192,0.009159871
12193,12193,0.0617246
12194,12194,0.630649
12195,12195,0.0123872785
12196,12196,0.025398528
12197,12197,0.09218252
12198,12198,0.036666308
12199,12199,0.07140304
12200,12200,0.064697996
12201,12201,0.037638996
12202,12202,0.024361122
12203,12203,0.0006766362
12204,12204,0.05378133
12205,12205,0.135325
12206,12206,0.32826132
12207,12207,0.06860584
12208,12208,0.011626367
12209,12209,0.047207166
12210,12210,0.012755615
12211,12211,0.15388179
12212,12212,0.03431634
12213,12213,0.22041823
12214,12214,0.032336004
12215,12215,0.012220657
12216,12216,0.052277118
12217,12217,0.30107766
12218,12218,0.022040717
12219,12219,0.030486405
12220,12220,0.029723506
12221,12221,0.043222442
12222,12222,0.009393011
12223,12223,0.01900972
12224,12224,0.044601407
12225,12225,0.08582627
12226,12226,0.14534655
12227,12227,0.09867278
12228,12228,0.024971198
12229,12229,0.08222618
12230,12230,0.0101246275
12231,12231,0.041190404
12232,12232,0.008690894
12233,12233,0.025152497
12234,12234,0.013468789
12235,12235,0.03672366
12236,12236,0.11066632
12237,12237,0.022862522
12238,12238,0.041306518
12239,12239,0.052736588
12240,12240,0.04149677
12241,12241,0.29072165
12242,12242,0.37031853
12243,12243,0.055305965
12244,12244,0.013339908
12245,12245,0.03241235
12246,12246,0.3108735
12247,12247,0.012623357
12248,12248,0.47175768
12249,12249,0.0113054635
12250,12250,0.16656232
12251,12251,0.07513085
12252,12252,0.06865876
12253,12253,0.02743589
12254,12254,0.071283385
12255,12255,0.005567485
12256,12256,0.10536876
12257,12257,0.030494757
12258,12258,0.06838977
12259,12259,0.029990278
12260,12260,0.04362149
12261,12261,0.112627335
12262,12262,0.08087255
12263,12263,0.1027101
12264,12264,0.051290516
12265,12265,0.13967706
12266,12266,0.01342991
12267,12267,0.014676833
12268,12268,0.012236445
12269,12269,0.037774395
12270,12270,0.075679764
12271,12271,0.036371183
12272,12272,0.051112086
12273,12273,0.063413024
12274,12274,0.055920783
12275,12275,0.029255977
12276,12276,0.04960653
12277,12277,0.0333907
12278,12278,0.038616464
12279,12279,0.1676265
12280,12280,0.020813195
12281,12281,0.06062205
12282,12282,0.078155205
12283,12283,0.05197004
12284,12284,0.25964904
12285,12285,0.0102529125
12286,12286,0.6410843
12287,12287,0.033495273
12288,12288,0.018298026
12289,12289,0.0101339845
12290,12290,0.48406386
12291,12291,0.06321389
12292,12292,0.02381794
12293,12293,0.068649024
12294,12294,0.5447842
12295,12295,0.5957602
12296,12296,0.6527096
12297,12297,0.024252366
12298,12298,0.019787796
12299,12299,0.060884763
12300,12300,0.059578966
12301,12301,0.013921447
12302,12302,0.08328625
12303,12303,0.065495975
12304,12304,0.024604
12305,12305,0.030256426
12306,12306,0.09831444
12307,12307,0.046168316
12308,12308,0.037216347
12309,12309,0.039290354
12310,12310,0.05226793
12311,12311,0.03974672
12312,12312,0.32119745
12313,12313,0.47330427
12314,12314,0.005946312
12315,12315,0.023814302
12316,12316,0.067601554
12317,12317,0.3561622
12318,12318,0.47513816
12319,12319,0.04526162
12320,12320,0.022248361
12321,12321,0.030071361
12322,12322,0.17976734
12323,12323,0.08825828
12324,12324,0.03698304
12325,12325,0.016646234
12326,12326,0.041353405
12327,12327,0.14304805
12328,12328,0.024097864
12329,12329,0.4634035
12330,12330,0.11249692
12331,12331,0.058449164
12332,12332,0.5294264
12333,12333,0.14558789
12334,12334,0.040814117
12335,12335,0.078767754
12336,12336,0.11717635
12337,12337,0.055116758
12338,12338,0.0337398
12339,12339,0.050466064
12340,12340,0.08749721
12341,12341,0.08533051
12342,12342,0.033094797
12343,12343,0.18672958
12344,12344,0.4451846
12345,12345,0.047684517
12346,12346,0.07075584
12347,12347,0.017986564
12348,12348,0.022375189
12349,12349,0.05360334
12350,12350,0.51057047
12351,12351,0.23114286
12352,12352,0.07342966
12353,12353,0.015222474
12354,12354,0.046777647
12355,12355,0.021617757
12356,12356,0.0271308
12357,12357,0.12247538
12358,12358,0.09505425
12359,12359,0.030706037
12360,12360,0.0514736
12361,12361,0.5582829
12362,12362,0.1640985
12363,12363,0.16876331
12364,12364,0.17273213
12365,12365,0.017514307
12366,12366,0.028724605
12367,12367,0.041785613
12368,12368,0.0193555
12369,12369,0.012970308
12370,12370,0.20112781
12371,12371,0.052110795
12372,12372,0.026373427
12373,12373,0.21593873
12374,12374,0.113765776
12375,12375,0.052027382
12376,12376,0.008321742
12377,12377,0.054426327
12378,12378,0.049838483
12379,12379,0.046407633
12380,12380,0.11876807
12381,12381,0.02112189
12382,12382,0.06804027
12383,12383,0.02022139
12384,12384,0.039889503
12385,12385,0.20309515
12386,12386,0.012957524
12387,12387,0.047914732
12388,12388,0.048454877
12389,12389,0.028060624
12390,12390,0.06313271
12391,12391,0.08203295
12392,12392,0.18151617
12393,12393,0.038200937
12394,12394,0.26032242
12395,12395,0.033551056
12396,12396,0.15018901
12397,12397,0.07208981
12398,12398,0.17258075
12399,12399,0.039458223
12400,12400,0.02612762
12401,12401,0.28294316
12402,12402,0.10906423
12403,12403,0.015651096
12404,12404,0.069321506
12405,12405,0.053299908
12406,12406,0.04241199
12407,12407,0.031980876
12408,12408,0.62767255
12409,12409,0.032872032
12410,12410,0.033655524
12411,12411,0.3530414
12412,12412,0.0117491
12413,12413,0.023187099
12414,12414,0.04744939
12415,12415,0.027410185
12416,12416,0.7362644
12417,12417,0.062916346
12418,12418,0.030587308
12419,12419,0.069611706
12420,12420,0.22931162
12421,12421,0.054547008
12422,12422,0.018561073
12423,12423,0.18624094
12424,12424,0.079249755
12425,12425,0.020663168
12426,12426,0.49959168
12427,12427,0.021767551
12428,12428,0.023269475
12429,12429,0.03664026
12430,12430,0.025794981
12431,12431,0.020964183
12432,12432,0.06441696
12433,12433,0.058078367
12434,12434,0.14748445
12435,12435,0.030638767
12436,12436,0.09606183
12437,12437,0.031518865
12438,12438,0.078551196
12439,12439,0.054446936
12440,12440,0.024230177
12441,12441,0.44601792
12442,12442,0.034172863
12443,12443,0.06552329
12444,12444,0.021501163
12445,12445,0.026488187
12446,12446,0.024742143
12447,12447,0.32543424
12448,12448,0.04504746
12449,12449,0.024716804
12450,12450,0.28769138
12451,12451,0.0987161
12452,12452,0.052198127
12453,12453,0.026979413
12454,12454,0.035333164
12455,12455,0.030563336
12456,12456,0.065020844
12457,12457,0.0125246355
12458,12458,0.12402271
12459,12459,0.061036147
12460,12460,0.027064957
12461,12461,0.14698961
12462,12462,0.11441357
12463,12463,0.018470217
12464,12464,0.016647123
12465,12465,0.043168362
12466,12466,0.22281569
12467,12467,0.05532654
12468,12468,0.012241985
12469,12469,0.037302237
12470,12470,0.058254085
12471,12471,0.056475773
12472,12472,0.07112171
12473,12473,0.929671
12474,12474,0.02683847
12475,12475,0.018913679
12476,12476,0.036716994
12477,12477,0.8065912
12478,12478,0.016505474
12479,12479,0.028842188
12480,12480,0.025904369
12481,12481,0.017169394
12482,12482,0.036351927
12483,12483,0.016890706
12484,12484,0.19866654
12485,12485,0.69121957
12486,12486,0.8681627
12487,12487,0.060264498
12488,12488,0.047792286
12489,12489,0.017875189
12490,12490,0.055256844
12491,12491,0.03328326
12492,12492,0.02322631
12493,12493,0.032488216
12494,12494,0.022969358
12495,12495,0.02248077
12496,12496,0.025428116
12497,12497,0.04898891
12498,12498,0.6771633
12499,12499,0.9314099
12500,12500,0.73469734
12501,12501,0.09994162
12502,12502,0.025687374
12503,12503,0.019987483
12504,12504,0.0465324
12505,12505,0.026388612
12506,12506,0.15565893
12507,12507,0.09697968
12508,12508,0.16204718
12509,12509,0.055306315
12510,12510,0.11000431
12511,12511,0.10348223
12512,12512,0.09562476
12513,12513,0.10746158
12514,12514,0.15191442
12515,12515,0.20633003
12516,12516,0.040834714
12517,12517,0.031456284
12518,12518,0.00932013
12519,12519,0.14264753
12520,12520,0.027165463
12521,12521,0.9311598
12522,12522,0.0037316196
12523,12523,0.058033887
12524,12524,0.09866599
12525,12525,0.03244398
12526,12526,0.18959752
12527,12527,0.031555682
12528,12528,0.049148068
12529,12529,0.034745682
12530,12530,0.012929367
12531,12531,0.053433865
12532,12532,0.020161849
12533,12533,0.015199416
12534,12534,0.09030032
12535,12535,0.07954123
12536,12536,0.008437888
12537,12537,0.05750213
12538,12538,0.02574121
12539,12539,0.034281712
12540,12540,0.090202756
12541,12541,0.0032187784
12542,12542,0.024819458
12543,12543,0.043752663
12544,12544,0.035306275
12545,12545,0.014468269
12546,12546,0.044788033
12547,12547,0.18824267
12548,12548,0.083161965
12549,12549,0.07009249
12550,12550,0.07872944
12551,12551,0.097067215
12552,12552,0.038597394
12553,12553,0.06959574
12554,12554,0.056856956
12555,12555,0.0069803023
12556,12556,0.025460534
12557,12557,0.37543133
12558,12558,0.028154057
12559,12559,0.04968104
12560,12560,0.019013753
12561,12561,0.024649357
12562,12562,0.049136054
12563,12563,0.06327194
12564,12564,0.09027089
12565,12565,0.8352898
12566,12566,0.038223363
12567,12567,0.006830295
12568,12568,0.13165942
12569,12569,0.03399838
12570,12570,0.11607826
12571,12571,0.034677293
12572,12572,0.14168146
12573,12573,0.05670753
12574,12574,0.060823664
12575,12575,0.014554102
12576,12576,0.09243407
12577,12577,0.05463432
12578,12578,0.01927308
12579,12579,0.11613214
12580,12580,0.028923614
12581,12581,0.046323698
12582,12582,0.14623271
12583,12583,0.038289547
12584,12584,0.05385844
12585,12585,0.1079871
12586,12586,0.04221702
12587,12587,0.026910057
12588,12588,0.029456362
12589,12589,0.0010544343
12590,12590,0.030593477
12591,12591,0.038095698
12592,12592,0.017852083
12593,12593,0.49884635
12594,12594,0.11969634
12595,12595,0.036954764
12596,12596,0.04358081
12597,12597,0.08793543
12598,12598,0.053056158
12599,12599,0.08022476
12600,12600,0.031025976
12601,12601,0.022154655
12602,12602,0.056501623
12603,12603,0.12445787
12604,12604,0.012637027
12605,12605,0.013504831
12606,12606,0.018040534
12607,12607,0.1995491
12608,12608,0.02100041
12609,12609,0.02663075
12610,12610,0.1310168
12611,12611,0.03191704
12612,12612,0.028684769
12613,12613,0.050093424
12614,12614,0.12937862
12615,12615,0.05143192
12616,12616,0.016202172
12617,12617,0.017673248
12618,12618,0.049261604
12619,12619,0.5312556
12620,12620,0.032323916
12621,12621,0.8143922
12622,12622,0.035289507
12623,12623,0.15991849
12624,12624,0.011145826
12625,12625,0.04880001
12626,12626,0.024672853
12627,12627,0.059801675
12628,12628,0.07478032
12629,12629,0.024865622
12630,12630,0.049907856
12631,12631,0.030273719
12632,12632,0.2329312
12633,12633,0.020197716
12634,12634,0.015100077
12635,12635,0.034540184
12636,12636,0.038998608
12637,12637,0.017414175
12638,12638,0.106874034
12639,12639,0.017753197
12640,12640,0.003965002
12641,12641,0.94950724
12642,12642,0.01702621
12643,12643,0.013666114
12644,12644,0.026976507
12645,12645,0.031318355
12646,12646,0.15386431
12647,12647,0.037798207
12648,12648,0.045287684
12649,12649,0.006941569
12650,12650,0.12063802
12651,12651,0.041789096
12652,12652,0.047255866
12653,12653,0.032268997
12654,12654,0.059857015
12655,12655,0.016756438
12656,12656,0.07790155
12657,12657,0.041315064
12658,12658,0.018563893
12659,12659,0.042663798
12660,12660,0.5007064
12661,12661,0.025813704
12662,12662,0.04166005
12663,12663,0.54409474
12664,12664,0.068586186
12665,12665,0.060850933
12666,12666,0.05022693
12667,12667,0.651076
12668,12668,0.0035817486
12669,12669,0.038440477
12670,12670,0.13853829
12671,12671,0.0128751425
12672,12672,0.14495353
12673,12673,0.2765068
12674,12674,0.018908242
12675,12675,0.23774381
12676,12676,0.0417267
12677,12677,0.08826659
12678,12678,0.03266545
12679,12679,0.022787282
12680,12680,0.5450789
12681,12681,0.036882557
12682,12682,0.045880444
12683,12683,0.40270293
12684,12684,0.03557752
12685,12685,0.3773405
12686,12686,0.13452417
12687,12687,0.077236205
12688,12688,0.0069223503
12689,12689,0.013917736
12690,12690,0.023997396
12691,12691,0.07634988
12692,12692,0.036428466
12693,12693,0.044426583
12694,12694,0.1266349
12695,12695,0.100785114
12696,12696,0.05365105
12697,12697,0.037876092
12698,12698,0.0060886247
12699,12699,0.10360439
12700,12700,0.063618205
12701,12701,0.002420034
12702,12702,0.036131747
12703,12703,0.009493651
12704,12704,0.037354156
12705,12705,0.54102904
